claim_id,priority,required_roles,role_decisions,construct_fit_mean,evidence_fit_mean,inference_scope_mean,language_safety_mean,risk_flags,internal_disposition,required_revision_summary,rationale_summary,external_review_status,registry_mutation_permitted
ENAKQ.growth.Q_experiment,high,relationship_safety,relationship_safety:revise,3.00,3.00,3.00,2.00,privacy_scope;clinical_overreach,REVISE_BEFORE_NEXT_GATE,relationship_safety: 걱정과 부담 기록은 본인 전용과 선택형으로 두고 기록이 반추나 확인 행동을 늘리면 즉시 중단하며 지속적 기능 저하에는 전문 지원 경로를 안내한다.,relationship_safety: INTERNAL_AGENT_CRITIQUE: Q를 미화하거나 제거 목표로 만들지 않는 점은 좋지만 민감 기록과 증상 악화 시 보호 흐름이 필요하다.,NOT_STARTED,false
ENAKQ.interaction.AQ,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: A·Q 단일 효과를 분리하고 관계 장면에서 두 축의 통계적 상호작용과 증분 설명력을 검증한다. | psychometrics: 운영 보류. A×Q 상호작용을 사전 등록한 다상황 자료에서 주효과와 구분해 검증하고 확인 행동·관계 맥락을 직접 측정한다.,personality_psychology: 상대 마음 주의와 걱정 활성화가 같은 장면에 공존할 수는 있으나 AQ 조합 고유 패턴이라고 할 근거가 없다. | psychometrics: 두 단일 축 설명을 함께 나열한 것만으로 개인의 조합 반응을 추론할 수 없다.,NOT_STARTED,false
ENAKQ.interaction.boundary,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 주효과와 조합 가설 및 개인화 설명을 단계적으로 구분하고 미측정 행동을 발급하지 않는 경계가 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 조합 가설과 개인화 근거를 분리하고 상황과 역할과 피로를 함께 고려해 고정 행동 추론을 막는다.,NOT_STARTED,false
ENAKQ.interaction.EA,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: E·A 상호작용이 대화 시작 및 상대 조절 행동을 예측하는지 단일 효과와 분리해 검증한다. | psychometrics: 운영 보류. E×A 상호작용을 표현 시작·관계 주의 facet과 실제 장면 반응으로 검증하고 단순 고점 합산과 비교한다.,personality_psychology: 먼저 질문하고 참여 여지를 살피는 모습은 두 정의를 합성한 서사이며 관계 능력과 구분되는 증분 타당도가 없다. | psychometrics: 관계를 여는 행동은 plausible한 예시지만 상호작용 또는 개인화 설명의 근거가 없다.,NOT_STARTED,false
ENAKQ.interaction.ENK,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.00,3.00,unmeasured_inference;ability_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: ENK의 상호작용 및 실제 조율 행동을 검증하기 전에는 역할명 근거 또는 강점 서사로 사용하지 않는다. | psychometrics: 운영 보류. E·N·K 세 방향의 상호작용을 실제 시작·탐색·지속 행동으로 검증하고 능력·성과와 분리한다.,personality_psychology: 대화 시작·선택지 확장·후속 실행을 한 사람의 조합 패턴으로 묶는 것은 세 단일 축을 더한 가설이며 기획·조율 능력 후광 위험이 크다. | psychometrics: 세 점수의 결합을 아이디어를 실제 흐름으로 잇는 행동으로 해석할 정량 자료가 없다.,NOT_STARTED,false
ENAKQ.interaction.EQ,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,"personality_psychology: E와 Q의 단일 경향, 내적 활성화, 실제 표현을 같은 사건에서 반복 측정해 상호작용을 검증한다. | psychometrics: 운영 보류. E×Q가 표현 속도나 방식에 미치는 효과를 직접 측정한 반복 자료로 검증한다.",personality_psychology: 걱정 중 타인에게 말해 정리한다는 패턴은 가능하지만 EQ 조합에서 더 나타난다는 근거가 없고 표현은 별도 정보다. | psychometrics: 내적 활성화와 외적 표현을 두 총점 조합으로 연결하면 측정하지 않은 과정을 만든다.,NOT_STARTED,false
ENAKQ.interaction.NAQ,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.00,3.50,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: NAQ 조합 문장을 보류하고 세 축의 단일 설명만 제공하며 다변량 상호작용은 충분한 표본으로 사전등록 검증한다. | psychometrics: 운영 보류. 세 축 상호작용을 사전 가설과 충분한 표본으로 검증하고 관계 불확실성·반추 등 인접 구성개념을 통제한다.,personality_psychology: 여러 가능성 중 관계 악화를 오래 생각한다는 서사는 세 축의 의미를 결합한 것으로 실제 증분 효과가 전혀 검증되지 않았다. | psychometrics: 단일 정의만 존재해 NAQ 조합의 사고·행동 문장을 지지하지 못한다.,NOT_STARTED,false
ENAKQ.interaction.NK,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;ability_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N과 K의 단일 경향을 분리하고 탐색 뒤 실행이라는 순차 패턴의 상호작용 및 증분 타당도를 검증한다. | psychometrics: 운영 보류. 탐색과 실행 facet의 상호작용 및 실제 행동 준거를 검증하고 아이디어 품질·성과를 추론하지 않는다.,personality_psychology: 새 가능성을 살핀 뒤 흐름을 이어간다는 설명은 두 정의를 자연스럽게 합친 것이지만 조합 고유의 행동 패턴이라는 근거는 없다. | psychometrics: N과 K의 고점을 가능성 실현 행동으로 연결할 직접 근거가 없다.,NOT_STARTED,false
ENAKQ.interaction.NQ,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,3.50,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N과 Q의 단일 효과 및 부정적 가능성에 머무는 시간을 같은 상황에서 측정해 상호작용을 검증한다. | psychometrics: 운영 보류. 가능성 탐색과 걱정의 구분·교차적재 및 N×Q 효과를 경험표집과 확인적 모형으로 검증한다.,personality_psychology: 가능성 탐색이 걱정으로 좁혀지는 흐름은 설득력 있는 가설이지만 N·Q 조합의 증분 효과와 방향성이 검증되지 않았다. | psychometrics: 생각이 많다는 공통 표현만으로 두 구성개념의 조합 효과를 발급할 수 없다.,NOT_STARTED,false
ENAKQ.misread.A,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,3.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: A에서 공감 능력·친절·자기희생·갈등 회피를 추론하지 않고 첫 주의와 실제 반응을 분리하는 경계는 구성개념 오용을 적절히 막는다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: A를 공감 능력과 친절과 자기희생으로 평가하지 않고 과정 자료 없는 세부 코드를 금지한다.,NOT_STARTED,false
ENAKQ.misread.barnum,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: 역할명 자기일치감과 점수 기반 정확성을 구분하고 반례·대상 조건·blind 비교를 요구하는 내용은 포러 효과를 통제하는 타당한 품질 원칙이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 긍정적 일반 문장에 대한 자기일치감을 정확성으로 취급하지 않고 조건과 반례와 맹검 비교를 요구한다.,NOT_STARTED,false
ENAKQ.misread.E,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,3.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: E를 말수·사교성 우열·항상 활발함으로 확대하지 않고 에너지와 표현 시작을 구분하는 설명은 상태 및 상황 변산을 안전하게 반영한다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: E를 말의 양과 사교성으로 낙인찍지 않고 권한 차이와 피로와 관계 친숙도를 포함한다.,NOT_STARTED,false
ENAKQ.misread.K,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,3.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: K를 도덕성·책임감·생산성·완벽주의와 분리하고 자원과 목표 변화를 함께 보라는 경계는 능력 및 가치 판단을 막는다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: K와 M을 성실성과 게으름의 가치 서열로 만들지 않고 자원과 권한과 조건을 확인한다.,NOT_STARTED,false
ENAKQ.misread.N,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,3.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: N을 지능·창의 능력·현실성의 우열로 해석하지 않고 탐색 관심과 결과 품질을 분리하는 경계가 명확하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: N과 R을 지능과 창의성 및 현실성의 우열로 만들지 않고 추측을 사실과 분리하게 한다.,NOT_STARTED,false
ENAKQ.misread.Q,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,3.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: Q에서 감정조절·위험 판단·회복력·정신건강을 추론하지 않고 감정과 행동 책임을 분리하는 문장은 낙인과 임상 과잉을 줄인다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: Q와 C를 정신건강과 멘탈과 회복력의 우열로 만들지 않고 감정과 유해 행동을 구분한다.,NOT_STARTED,false
ENAKQ.misread.role,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:revise,3.50,3.50,3.50,3.50,ability_inference;stigma_or_value_judgment,REVISE_BEFORE_NEXT_GATE,relationship_safety: 역할명은 검증된 성향 결론과 시각적으로 분리하고 리더십과 관계 관리 능력을 암시하는지 인지 인터뷰로 확인하며 오인이 지속되면 더 중립적인 이름으로 교체한다.,personality_psychology: 역할명을 능력·직업·지위와 분리하고 일반 긍정 문장의 자기일치감을 정확성으로 취급하지 않는 검증 경계가 분명하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 본문은 역할명을 능력과 분리하지만 지휘자라는 첫인상이 설명문보다 먼저 능력과 지위를 암시할 수 있다.,NOT_STARTED,false
ENAKQ.misread.self_other,high,personality_psychology;relationship_safety,personality_psychology:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,personality_psychology: 자기보고와 타인 관찰의 정보가 다르며 어느 한쪽도 항상 우월하지 않다는 설명은 의도·행동·영향을 분리하는 성격 지각 연구와 부합한다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 자기와 타인의 정보 우위를 고정하지 않고 의도와 영향을 구체적 행동으로 나눠 관계 승패에 쓰지 않는다.,NOT_STARTED,false
ENAKQ.partner.ambiguity,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence;relationship_safety:revise,2.00,1.33,1.67,3.00,unmeasured_inference;relationship_determinism,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N·A·Q 조합에 관한 문장은 보류하고 관계 불확실성에 대한 일반 경계와 개인의 실제 반응만 제시한다. | psychometrics: 운영 보류. 관계 불확실성·상대 행동·양측 기대와 실제 반응을 직접 측정하고 개인 코드로 관계 의미를 추정하지 않는다. | relationship_safety: N·A·Q 조합을 연인 관계 걱정 패턴으로 개인화하지 말고 직접 반복 측정된 자기보고가 있는 경우에만 가설임을 표시하며 사생활 침해 금지를 먼저 노출한다.,personality_psychology: 답장과 약속 변화에서 부정적 관계 해석이 커진다는 세 축 조합은 검증 전이며 애착 불안과 구분했다는 사실만으로 타당해지지 않는다. | psychometrics: N/A/Q 총점만으로 연인 관계의 모호성 반응을 설명할 근거가 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 애착 불안과 불신 낙인을 피하지만 검증되지 않은 조합 서사가 불안과 확인 행동을 유형 특성처럼 만들 수 있다.,NOT_STARTED,false
ENAKQ.partner.autonomy,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:accept;psychometrics:accept;relationship_safety:accept,4.00,3.67,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,"personality_psychology: 관심과 통제, 계획과 선택권, 관계와 개인정보 접근 권한을 분리하고 공개 정보만 비교에 사용한다는 원칙은 구성개념 및 관계 안전에 적절하다. | psychometrics: 선택권과 개인정보를 우선하고 코드로 상대 행동을 요구하지 않는 정책 경계로서 점수 추론을 추가하지 않는다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 가까운 관계에서도 선택과 사생활을 보장하고 공개 범위 변경 시 비교 접근을 재검증하게 한다.",NOT_STARTED,false
ENAKQ.partner.boundary,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 사랑·헌신·애착·질투·관계 미래를 대표 코드로 예측하지 않는 경계는 필수이며 dyadic 자료의 필요성을 정확히 밝힌다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 사랑과 헌신과 애착과 질투를 측정하지 않음을 밝히고 다양한 관계 방식과 당사자 합의를 존중한다.,NOT_STARTED,false
ENAKQ.partner.comparison,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:accept,3.50,3.00,3.50,4.00,evidence_mismatch,REVISE_BEFORE_NEXT_GATE,psychometrics: 공통점·차이 설명은 두 사람의 공개된 유효 점수와 불확실성만 사용하고 궁합·편안함은 직접 응답이 없으면 질문 형태로만 제시한다.,psychometrics: 비교 계약은 안전하지만 구체 문장이 아직 ENAKQ 점수 차이로 검증된 관계 효과가 아니다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 비교를 궁합과 잘 맞는 유형으로 바꾸지 않고 공통점과 차이를 직접 확인할 질문으로 제한한다.,NOT_STARTED,false
ENAKQ.partner.conflict,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:accept;psychometrics:insufficient_evidence;relationship_safety:accept,3.33,2.33,3.00,3.67,unmeasured_inference;relationship_determinism,HOLD_FOR_MORE_EVIDENCE,psychometrics: 운영 보류. 갈등 장면의 양측 행동·첫 주의·요청·영향·안전을 직접 측정한 경우에만 설명 후보로 둔다.,personality_psychology: Q나 A에서 갈등 행동을 예측하지 않고 내적 반응·실제 표현·경계 말하기를 구분하며 폭력 상황을 일반 대화 조율에서 제외한다. | psychometrics: 대표 코드와 관계 맥락만으로 갈등 반응과 순서를 발급할 수 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 갈등 행동을 Q와 A로 정당화하지 않고 모욕과 위협과 통제와 폭력에서는 안전 지원을 먼저 둔다.,NOT_STARTED,false
ENAKQ.partner.contact,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:revise;psychometrics:insufficient_evidence;relationship_safety:revise,2.33,1.67,2.00,3.33,unmeasured_inference;relationship_determinism,HOLD_FOR_MORE_EVIDENCE,personality_psychology: E·A 조합을 연락 및 애정 표현 예측으로 쓰지 말고 표현 시작 세부 점수와 실제 연락 선호를 직접 확인한다. | psychometrics: 운영 보류. 연락 행동과 선호를 양측에서 직접 측정하고 일정·알림 습관·관계 단계의 영향을 통제한다. | relationship_safety: 연락과 애정 표현 행동은 E·A로 개인화하지 말고 관계 맥락에서 직접 보고한 선호와 실제 반복 행동이 있을 때만 보여준다.,personality_psychology: 대표 코드에서 먼저 연락하거나 상대 반응을 살피는 행동으로 전이하는 근거는 부족하지만 연락 빈도와 애정 크기를 분리한 경계는 적절하다. | psychometrics: E 점수로 연락 시작이나 애정 표현을 예측하면 애정의 크기로 오해될 수 있다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 연락 빈도와 애정 크기를 분리하는 보호 문구는 좋지만 대표 코드에서 연인 행동으로 넘어가는 추론은 검증되지 않았다.,NOT_STARTED,false
ENAKQ.partner.context,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:accept;psychometrics:accept;relationship_safety:revise,3.67,2.67,3.33,3.67,unmeasured_inference,REVISE_BEFORE_NEXT_GATE,relationship_safety: 연인 관계에서 E·A·K·Q가 평소보다 선명해질 수 있다는 문장을 검증 전 일반화로 표시하고 개인 결과에는 관계 맥락 측정을 필수로 둔다.,personality_psychology: 대표 코드가 애정·헌신·애착·질투·신뢰·관계 미래를 측정하지 않는다고 명시하고 관계 형태와 성별 규범을 강요하지 않는 경계가 타당하다. | psychometrics: 한 사람의 코드와 양측 관계 자료를 분리하고 다양한 관계 방식을 인정하며 관계 미래를 예측하지 않는 경계가 적절하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 다양한 관계 형식과 비결정론 경계는 강하지만 관계가 특성을 증폭한다는 주장은 현재 자료로 확인되지 않았다.,NOT_STARTED,false
ENAKQ.partner.expression,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:revise;psychometrics:insufficient_evidence;relationship_safety:revise,2.33,1.67,2.00,3.33,unmeasured_inference;relationship_determinism,HOLD_FOR_MORE_EVIDENCE,personality_psychology: E·A에서 특정 애정 표현 방식을 유도하지 말고 개인 선호와 실제 행동을 직접 수집해 표시한다. | psychometrics: 운영 보류. 애정 표현 방식과 연락 행동을 양측 직접 보고·관찰로 측정하고 E/A의 추가 설명력을 검증한다. | relationship_safety: 말과 시간과 실제 도움과 신체적 표현의 선호는 대표 코드에서 추론하지 말고 당사자가 직접 공개한 선호만 비교에 사용한다.,personality_psychology: 연락·말·시간·도움 등 표현 방식이 코드로 정해지지 않는다는 제한은 좋지만 앞부분의 E·A 행동 예측은 직접 검증이 없다. | psychometrics: 총점만으로 애정 표현 행동과 상대 경험을 발급할 수 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 애정 표현의 다양성을 인정하지만 E·A에서 특정 시작과 반응 행동을 도출하는 범위가 넓다.,NOT_STARTED,false
ENAKQ.partner.plan,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence;relationship_safety:revise,2.00,1.33,1.67,3.00,unmeasured_inference;evidence_mismatch;relationship_determinism,HOLD_FOR_MORE_EVIDENCE,personality_psychology: N·K 조합이 연인 관계의 미래 대화와 계획 지속을 예측한다는 문장을 보류하고 상상·합의·실행을 직접 구분해 수집한다. | psychometrics: 운영 보류. 아이디어 대화·합의·실행을 분리 측정하고 N·K 조합 효과 및 상대의 해석을 양측 자료로 검증한다. | relationship_safety: N·K에서 미래 계획과 실행 흐름을 추론하지 말고 상상과 실제 합의와 장기 약속을 명확히 분리한 직접 응답이 있을 때만 노출한다.,personality_psychology: 미래 선택지를 펼치고 약속을 이어간다는 흐름은 N과 K를 합성한 가설이며 관계 맥락에서 검증되지 않았다. | psychometrics: N과 K 점수만으로 연인 계획 행동이나 약속 이행을 설명할 직접 근거가 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 계획 대화를 헌신으로 오인하지 않게 하는 점은 좋지만 조합 설명 자체가 관계 약속 기대를 만들 수 있다.,NOT_STARTED,false
ENAKQ.partner.repair,high,personality_psychology;psychometrics;relationship_safety,personality_psychology:accept;psychometrics:insufficient_evidence;relationship_safety:revise,3.00,2.00,2.33,3.33,unmeasured_inference;relationship_determinism;privacy_scope,HOLD_FOR_MORE_EVIDENCE,psychometrics: 운영 보류. 갈등 후 감정·행동·연결감의 회복을 양측 반복 자료로 별도 측정하고 코드별 회복법을 발급하지 않는다. | relationship_safety: ENAKQ가 대화를 이어가고 계획을 정리한다는 문장을 제거하고 회복 방식은 본인이 선택해 공유한 정보만 사용하며 감정과 기능 기록은 기본 비공개로 둔다.,personality_psychology: 회복을 대화·행동 변화·정서 안정·재연결의 서로 다른 속도로 보고 ENAKQ 공통 회복법을 정하지 않는 설명은 상태와 행동을 적절히 구분한다. | psychometrics: 회복 방식과 속도는 현재 required_signals로 측정되지 않는다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 회복을 다차원으로 설명하는 점은 적절하지만 코드 기반 회복 행동과 민감 상태 공유 범위가 분리되지 않았다.,NOT_STARTED,false
ENAKQ.partner.self_check,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:accept,3.50,2.50,3.50,4.00,evidence_mismatch,REVISE_BEFORE_NEXT_GATE,psychometrics: 검사 점수와 분리된 선택형 관계 체크리스트로 제공하고 관계 지속·건강성의 결과 점수로 사용하지 않으며 안전성 파일럿을 시행한다.,psychometrics: 일반 자기점검으로는 타당하지만 ENAKQ 기반 개인화 효과는 검증되지 않았다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 건강한 연애 점수를 만들지 않고 신뢰와 안전을 코드 밖에서 판단하며 몰래 속마음을 알아내는 사용을 금지한다.,NOT_STARTED,false
ENAKQ.partner.similarity,critical,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 동일 코드 수를 궁합으로 환산하지 않고 측정된 차이를 직접 확인할 질문으로 제한하여 관계 결정론을 피한다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 같은 코드와 다른 코드를 궁합이나 약점으로 만들지 않고 직접 확인할 기대와 질문으로 제한한다.,NOT_STARTED,false
ENAKQ.partner.support,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:accept,3.50,3.50,3.50,4.00,evidence_mismatch;privacy_scope,REVISE_BEFORE_NEXT_GATE,psychometrics: 지원 선호는 매 상황 직접 묻고 저장 시 갱신 가능하게 하며 과정 자료는 명시적 공개 동의가 있을 때만 사용한다.,psychometrics: 지원 질문은 안전하지만 점수로 선호를 예측할 수 없고 private_process_signals의 공개 경계가 중요하다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 비공개 과정 자료를 비교에서 추정하지 않고 현재 필요한 지원을 직접 물으며 한 번의 선호를 고정 처방으로 저장하지 않는다.,NOT_STARTED,false
ENAKQ.process.boundary,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:revise,3.00,2.50,2.50,3.00,evidence_mismatch;privacy_scope,REVISE_BEFORE_NEXT_GATE,psychometrics: 대표 A와 반대 방향 과정 응답의 불일치를 탐색할 사전 규칙을 만들고 과정 코드는 문항 구조·신뢰도·분류 안정성 확인 전 발급하지 않는다. | relationship_safety: G/A 과정 코드는 본인 전용을 기본값으로 하고 세부 과정 공유는 별도 선택과 철회가 가능한 동의를 받아야 하며 대표 공개 코드에서 자동 노출하지 않는다.,psychometrics: 모순 자료를 숨기지 않는 원칙은 적절하지만 G→A·G→G 후보의 측정 구조와 판정 규칙이 미검증이다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 배려와 기술을 추정하지 않는 경계는 적절하지만 내적 생각과 실제 반응은 공개 프로필보다 민감한 정보라 공개 범위 강화가 필요하다.,NOT_STARTED,false
ENAKQ.process.comparison_boundary,high,psychometrics;relationship_safety,psychometrics:revise;relationship_safety:revise,3.50,2.50,3.00,3.00,evidence_mismatch;privacy_scope;unmeasured_inference,REVISE_BEFORE_NEXT_GATE,psychometrics: 과정 점수의 유효 장면 수·불확실성·버전을 분리 표시하고 비교에서는 self_only 자료를 기본 제외하며 별도 동의와 최소 신뢰도 기준을 요구한다. | relationship_safety: 과정 비교는 두 사람 모두가 해당 세부 필드를 별도로 공유한 경우에만 생성하고 철회 시 파생 비교를 삭제하며 사회적 바람직성 이유를 사용자에게 추정해서 보여주지 않는다.,psychometrics: 표시 원칙은 적절하지만 예시 4개 중 3개와 비교 사용 기준은 정량 검증 없이 확정할 수 없다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 표본 범위와 비확률성을 밝히는 점은 좋지만 세부 과정과 비채점 피드백은 민감하며 사회적 바람직성 해석은 추가 추론이다.,NOT_STARTED,false
ENAKQ.process.enacted_response,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,3.00,2.00,2.50,4.00,evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: 실제 나타나는 반응의 상황 내 신뢰도와 반복 장면 간 일반화 기준을 정하고 행동 이유는 별도 응답으로만 연결한다. | psychometrics: 실제 반응 문항의 내용타당도·상황 등가성·재현성과 관찰 또는 경험표집 준거를 확보하고 이유 정보는 별도 비채점 맥락으로 유지한다.,personality_psychology: 첫 주의와 실제 행동을 구분하는 개념은 의미 있으나 뉴앙의 두 층위 문항이 안정된 개인차를 측정하는지는 아직 검증되지 않았다. | psychometrics: 생각과 행동을 구분하는 개념은 타당하지만 ENAKQ 과정 측정이 독립 구성개념을 안정적으로 포착하는지 미확인이다.,NOT_STARTED,false
ENAKQ.process.first_orientation,high,personality_psychology;psychometrics,personality_psychology:revise;psychometrics:insufficient_evidence,3.00,2.00,2.50,4.00,evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: 처음 드는 생각을 본성으로 읽지 않는 경계를 유지하고 반복 장면의 첫 주의 응답이 별도 요인으로 재현되는지 검증한다. | psychometrics: 첫 주의 문항의 회상 편향·사회적 바람직성·상황 강도 영향을 검토하고 실제 반응 척도와의 변별타당도를 확인한다.,personality_psychology: 첫 주의와 행동을 분리한 이론적 구분은 타당하지만 현재 문항과 점수가 두 과정의 개인차를 신뢰롭게 구분하는지 근거가 부족하다. | psychometrics: 정의는 명확하지만 회고식 자기보고가 첫 순간의 주의를 신뢰롭게 측정하는지 자료가 없다.,NOT_STARTED,false
ENAKQ.process.GA,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,4.00,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,"personality_psychology: 대표 A와 G 첫 반응의 불일치를 처리할 채점 규칙, 최소 장면 수, 재검사 신뢰도를 확정하기 전에는 G→A 세부 코드를 발행하지 않는다. | psychometrics: 운영 보류. GA 분류의 최소 문항 수·일치도·재검사·대표 A와의 관계를 검증하고 이유는 직접 응답 없이는 붙이지 않는다.",personality_psychology: 가능한 장면 묘사와 반복적 과정 유형은 다르며 두 응답에서 배려·조절이라는 성향을 도출할 수 없다. | psychometrics: 현재는 가능한 흐름의 정의일 뿐 개인에게 발급할 분류 근거가 없다.,NOT_STARTED,false
ENAKQ.process.GG,high,personality_psychology;psychometrics,personality_psychology:insufficient_evidence;psychometrics:insufficient_evidence,2.00,1.00,1.50,4.00,unmeasured_inference;evidence_mismatch,HOLD_FOR_MORE_EVIDENCE,personality_psychology: 대표 A와 G 첫 반응의 불일치를 먼저 검토하고 충분한 반복 자료와 상황 범위를 확보하기 전에는 G→G 세부 코드를 발행하지 않는다. | psychometrics: 운영 보류. GG 분류의 최소 문항 수·일치도·재검사·대표 A와의 관계를 검증하고 문제 해결 능력을 추론하지 않는다.,personality_psychology: 원인과 해결을 먼저 보고 말하는 장면은 가능하지만 대표 A 사용자의 안정된 하위 유형이라는 근거가 없다. | psychometrics: 현재는 가능한 흐름의 정의일 뿐 개인에게 발급할 분류 근거가 없다.,NOT_STARTED,false
ENAKQ.process.non_inference,high,psychometrics;relationship_safety,psychometrics:accept;relationship_safety:accept,4.00,4.00,4.00,4.00,,INTERNAL_ACCEPT_NOT_APPROVED,,psychometrics: 직접 과정 문항 없이 다른 네 자리의 행동 순서와 Q의 표현을 만들지 않는 제한은 측정 범위를 정확히 지킨다. | relationship_safety: INTERNAL_AGENT_CRITIQUE: 대표 점수로 측정하지 않은 행동 순서와 감정 표현과 회복을 만들어내지 않는 핵심 안전 경계다.,NOT_STARTED,false
