opaque_item_id,candidate_id,target_domain,target_facet,keyed_direction,candidate_status,evidence_role,response_layer,score_role,situation_bucket,target_response_process,context_label,prompt_text,pair_key,wording_polarity,source_file
NX-136,OEAE-C02,OE,OE-AE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,색·빛,시각 인상 짧은 관여,일상에서 색과 빛이 어우러진 장면을 볼 때,잠깐 본 뒤 그대로 지나간다.,OE-AE-P01,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-137,SMOS-C06,SM,SM-OS,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,반복 순서,상황별 절차,비슷한 일을 반복해서 처리할 때,그때 필요한 순서로 진행한다.,SM-OS-P03,affirmative,docs/NUANG_M03_SM_OS_CANDIDATE_ITEM_BANK.md
NX-138,OEIE-C09,OE,OE-IE,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,정보 연결하기,정보 연결 탐색,대화 중 전에 들었던 것과 비슷한 설명이 나왔을 때,예전에 들은 내용과 어떻게 연결되는지 생각해본다.,OE-IE-P05,affirmative,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-139,SERE-C05,SE,SE-RE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,공동 활동,공동 활동 중 활성화,여럿이 가벼운 활동을 함께할 때,그 흐름에 들어가면 기운이 살아난다.,SE-RE-P03,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-140,OECI-C07,OE,OE-CI,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,가벼운 가정,비위협 가정의 전개 확장,현실과 다른 가벼운 가정을 접할 때,그 안에서 일어날 장면을 이어서 떠올린다.,OE-CI-P04,affirmative,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-141,RORN-P05-B,RO,RO-RN,LOW,EXPLORATORY_COGNITIVE,PRIVATE_DETAIL_RESEARCH,REPORTED_FIRST_ORIENTATION,PROFILE_MODIFIER,P05,REPORTED_FIRST_ORIENTATION,사소한 선택에서 상대와 원하는 것이 다를 때,내가 원하는 쪽으로 정할 이유가 먼저 떠오른다.,RO-RN-P05,affirmative,docs/NUANG_M03_RO_RN_PROCESS_PAIR_CANDIDATE_BANK.md
NX-142,ROEC-P05-A,RO,RO-EC,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,REPORTED_FIRST_ORIENTATION,CORE_TRAIT_EVIDENCE,P05,REPORTED_FIRST_ORIENTATION,누군가 해결책을 묻지 않고 속상한 일을 이야기할 때,그 사람이 느낀 마음을 더 들어보고 싶어진다.,RO-EC-P05,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-143,SMOS-C07,SM,SM-OS,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,가까운 일정,시점 구조화,이번 주 안에 할 일이 생겼을 때,언제 할지 대략적인 때를 정해둔다.,SM-OS-P04,affirmative,docs/NUANG_M03_SM_OS_CANDIDATE_ITEM_BANK.md
NX-144,RORN-P01-B,RO,RO-RN,HIGH,PRIMARY_COGNITIVE,PRIVATE_DETAIL_RESEARCH,ENACTED_RESPONSE,CORE_TRAIT_EVIDENCE,P01,ENACTED_RESPONSE,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,그 선택을 그대로 둔다.,RO-RN-P01,affirmative,docs/NUANG_M03_RO_RN_PROCESS_PAIR_CANDIDATE_BANK.md
NX-145,SERE-C04,SE,SE-RE,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,새 소규모,새 교류 중 소모,처음 만난 소규모 자리에서 대화가 이어질 때,기운이 쉽게 줄어든다.,SE-RE-P02,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-146,ERIR-C08,ER,ER-IR,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,고칠 점,피드백 중 낮은 변화,내가 한 일에서 고칠 점을 들었을 때,내용을 듣는 동안 감정의 크기는 크게 달라지지 않는다.,ER-IR-P04,negated,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-147,ERWD-C06,ER,ER-WD,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,평가 예정,평가 영향이 적은 착수,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동의 시작 시점은 크게 달라지지 않는다.,ER-WD-P03,negated,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-148,OECI-C03,OE,OE-CI,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,일상 장면 바꾸기,일상 장면의 다른 전개 생성,평범한 일상 장면을 보고 있을 때,다르게 이어질 장면을 떠올려본다.,OE-CI-P02,affirmative,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-149,ERWD-C12,ER,ER-WD,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,할 일 증가,짧은 부담 걱정,해야 할 일이 평소보다 조금 늘었을 때,일이 늘어도 걱정이 오래 이어지지는 않는다.,ER-WD-P06,negated,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-150,SMOS-C02,SM,SM-OS,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,반복 위치,현재 편의 기반 위치,반복해서 쓰는 물건이나 자료를 둘 때,그때 쓰기 편한 곳에 둔다.,SM-OS-P01,affirmative,docs/NUANG_M03_SM_OS_CANDIDATE_ITEM_BANK.md
