candidate_id,opaque_item_id,target_facet,reviewer_slot,first_construct_mapping,second_construct_mapping,direction_guess,risk_flags,fatal_risk_note,stage1_notes,recommendation,final_rationale
ROEC-R03-A,NX-058,RO-EC,R03,RO_EC,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,마음과 문제 중 첫 주의 방향은 분명하지만 공동 준비 실패가 최근에 없을 수 있고 사람 마음을 먼저 보는 답이 좋아 보인다.,KEEP,문제 지점보다 함께한 사람들의 마음을 먼저 보는 RO-EC 고방향이 선명하다. 경험이 다소 적고 좋아 보이는 답이어도 핵심 첫 방향 근거로 이해가 쉽다.
ROEC-R03-A,NX-058,RO-EC,R04,RO_EC,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,어긋난 문제보다 함께한 사람들의 감정에 주의가 먼저 간다.,KEEP,공동 실패에서 어긋난 부분보다 함께한 사람들의 마음에 먼저 주의해 높은 RO-EC가 직접적이다. 문제 해결 능력보다 첫 지향을 묻는다.
ROEC-R03-A,NX-058,RO-EC,R05,RO_EC,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,어긋난 문제보다 함께한 사람들의 마음에 주의가 먼저 가는 반응이다.,KEEP,공동 실패에서 어긋난 문제보다 사람들의 마음에 주의가 먼저 가는 반응은 RO-EC HIGH를 직접 포착한다. 집단 관계 범위를 보완한다.
ROEC-R03-A,NX-058,RO-EC,R06,RO_EC,NONE,HIGH,SOCIAL_DESIRABILITY;CULTURAL_ROLE,NONE,문제와 사람 마음이 함께 있는 장면에서 마음에 먼저 주의를 두는 반응이다.,KEEP,일과 사람 마음이 함께 있는 장면에서 처음 주의를 직접 비교해 RO-EC 범위를 잘 보완한다. 배려의 사회적 바람직성은 있으나 보고된 첫 방향이라 행동 능력 전제는 낮다.
ROEC-R03-G,NX-031,RO-EC,R01,RO_EC,NONE,UNCLEAR,NONE,NONE,일의 문제 쪽 반응은 분명하지만 코드북에 HIGH 극이 명시되지 않았다.,KEEP,공동 문제가 생겼을 때 사람 마음보다 어긋난 부분이 먼저 보이는 낮은 방향을 직접 묻는다.
ROEC-R03-G,NX-031,RO-EC,R02,RO_EC,NONE,UNCLEAR,NONE,NONE,문제 원인 쪽에 먼저 주의가 가는 반응이 분명하다.,KEEP,공동 일이 실패한 순간 사람의 감정보다 어긋난 원인에 먼저 주의가 가는 내적 방향을 묻는다. 낮은 감정 우선 방향을 명확히 포착하고 실제 행동과 분리된 핵심 증거로 적절하다.
ROEC-R03-G,NX-031,RO-EC,R03,RO_EC,NONE,LOW,SOCIAL_DESIRABILITY,NONE,사람 마음보다 문제 지점을 먼저 보는 방향은 분명하지만 공동 준비 실패 경험이 적고 덜 공감적으로 보일 수 있다.,KEEP,함께한 사람 마음보다 문제 지점을 먼저 보는 RO-EC 저방향이 명확하다. 경험 기회 차이는 있지만 핵심 첫 방향 근거로 이해가 쉽다.
ROEC-R03-G,NX-031,RO-EC,R04,RO_EC,NONE,LOW,NONE,NONE,상대 마음보다 문제 원인에 주의가 먼저 가는 반응으로 읽히지만 상대 감정 단서가 약하다.,COPY_REVISE,공동 실패에서 어긋난 부분에 먼저 주의해 낮은 RO-EC 방향으로 읽힌다. 다만 상대 감정 단서가 문장에 없어 일반 문제 해결 주의와 구분이 약하므로 마음과 문제의 우선순위를 명시하는 편이 낫다.
ROEC-R03-G,NX-031,RO-EC,R05,RO_EC,NONE,LOW,ADJACENT_CONSTRUCT,NONE,함께한 사람의 마음보다 문제 지점에 주의가 먼저 가는 방향이다.,KEEP,공동 실패에서 사람 마음보다 어긋난 문제에 주의가 먼저 가는 반응은 RO-EC LOW를 직접 포착한다. 문제 해결 능력을 요구하지 않는 첫 지향 문항이다.
ROEC-R03-G,NX-031,RO-EC,R06,RO_EC,NONE,LOW,NONE,NONE,사람 마음보다 문제 원인에 먼저 주의를 두는 반응을 직접 묻는다.,KEEP,공동 일이 어긋났을 때 문제 부분이 먼저 보이는 것은 RO-EC 낮은 방향을 중립적으로 포착한다. 해결 지향을 무능이나 냉정함으로 낙인찍지 않아 인접 분리가 좋다.
RORN-P01-A,NX-084,RO-RN,R01,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,선택 여지 제한과 설득 아이디어를 먼저 표현하는 성향이 겹친다.,KEEP,명시적 거절 뒤 다른 설득법이 먼저 떠오르는 낮은 선택 존중 방향을 비공개 상세 수준에서 잘 포착한다.
RORN-P01-A,NX-084,RO-RN,R02,METHOD,RO_RN,UNCLEAR,ABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택을 존중하는 실제 행동보다 설득 방법을 떠올리는 능력과 아이디어 생성이 답을 좌우할 수 있다.,CONSTRUCT_REWRITE,다른 설득 방법이 떠오르는지는 상대 의사 존중보다 아이디어 생성 능력을 더 강하게 반영한다. 비공개 상세 신호로도 인접 요인 오염이 커서 상대 선택을 받아들이는 첫 생각을 직접 묻게 재구성해야 한다.
RORN-P01-A,NX-084,RO-RN,R03,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대 선택을 그대로 두지 않는 방향은 분명하지만 실제 행동이 아닌 생각의 빈도이며 강요로 보일 수 있어 축소 응답 가능성이 있다.,HOLD,상대 선택을 두기보다 추가 설득을 먼저 떠올리는 RO-RN 저방향과 맞는다. 강요처럼 보여 축소 응답할 위험이 있으므로 비공개 과정 근거로 보류해 편향을 확인해야 한다.
RORN-P01-A,NX-084,RO-RN,R04,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대가 거절한 뒤에도 선택을 바꾸려는 설득을 우선한다.,KEEP,상대가 원하지 않는다고 한 뒤에도 다른 설득 방법을 떠올려 낮은 RO-RN 방향이 명확하다. 적극 표현보다 상대 선택을 그대로 둘지에 초점이 있어 프로필 보조 근거로 적절하다.
RORN-P01-A,NX-084,RO-RN,R05,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 거절 뒤에도 선택 여지를 두기보다 추가 설득을 우선한다.,KEEP,상대 거절 뒤 추가 설득이 먼저 떠오르는 반응은 RO-RN LOW의 선택 여지 축소를 포착한다. SE-AI와 일부 겹치므로 비공개 프로필 modifier 역할이 타당하다.
RORN-P01-A,NX-084,RO-RN,R06,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택 수용보다 추가 설득을 우선하지만 적극적 표현과도 겹친다.,HOLD,다른 설득 방법이 떠오르는 생각은 RO-RN 낮은 방향과 관련되지만 실제로 상대 선택을 침해했는지는 알 수 없다. 자기주장과 문화별 설득 관습이 섞여 비공개 프로필 수정자로 보류가 필요하다.
RORN-P01-B,NX-144,RO-RN,R01,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,선택 존중과 갈등 회피가 같은 행동으로 나타날 수 있다.,KEEP,명시적인 거절 뒤 선택을 바꾸려 하지 않는 행동은 높은 선택과 존중의 실행 증거로 유용하다.
RORN-P01-B,NX-144,RO-RN,R02,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,상대가 거절한 선택을 유지해 주는 존중 반응이 분명하고 바람직성도 높다.,HOLD,명확한 거절 뒤 상대 선택을 유지하는 실제 행동은 높은 존중 방향을 잘 보여준다. 그러나 바람직성 영향이 크고 비공개 연구용 실제 반응을 핵심 점수로 쓰는 배정은 검증 전까지 보류해야 한다.
RORN-P01-B,NX-144,RO-RN,R03,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,거절을 그대로 두는 반응은 즉시 이해되지만 최근 6개월 안에 해당 장면이 없을 수 있고 바람직한 답이 뚜렷하다.,KEEP,상대의 선택 여지를 실제 행동으로 남기는 RO-RN 고방향이 짧고 선명하다. 해당 경험이 적고 존중 답이 좋아 보여도 비공개 상세 근거로는 모바일 응답 부담이 낮다.
RORN-P01-B,NX-144,RO-RN,R04,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,충분히 의견을 밝힌 뒤 상대의 거절과 선택 여지를 유지한다.,KEEP,제안을 설명한 뒤 상대가 원하지 않으면 선택을 그대로 두어 높은 RO-RN을 직접 묻는다. 무조건 동의가 아니라 거절 이후 선택 여지를 유지하는 실제 행동이다.
RORN-P01-B,NX-144,RO-RN,R05,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,설명 뒤 상대의 거절과 선택 여지를 유지하는 존중 반응이다.,KEEP,자기 제안을 충분히 설명한 뒤 상대의 거절을 그대로 두는 행동은 RO-RN HIGH를 직접 포착한다. 자기 의견 없음과 구분되며 비공개 상세 역할이 사회적 바람직성 관리에 적합하다.
RORN-P01-B,NX-144,RO-RN,R06,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,의견 차이 뒤 상대 선택 여지를 유지하는 반응이 직접적이며 규범성이 높다.,KEEP,충분히 설명한 뒤 상대 선택을 그대로 두는 행동은 RO-RN의 존중을 직접 보여준다. 사회적 바람직성은 높지만 구체적 행동이고 비공개 상세 역할이 공개 낙인 위험을 낮춘다.
RORN-P02-A,NX-007,RO-RN,R01,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 조건에 대한 호기심만으로 실제 선택 여지를 유지하는지는 알기 어렵다.,COPY_REVISE,상대 조건에 대한 호기심은 존중 방향과 관련되지만 실제 선택 여지를 유지하는지까지는 보여주지 않는다.
RORN-P02-A,NX-007,RO-RN,R02,RO_RN,OE_IE,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 조건에 대한 호기심이 실제 선택 여지 존중으로 이어지는지는 알 수 없고 탐구 성향과도 겹친다.,CONSTRUCT_REWRITE,상대 조건에 대한 호기심은 존중과 관련되지만 지적 탐색이나 설득 정보 수집일 수도 있다. 상대의 다른 선택도 가능한 것으로 받아들이는 첫 생각을 직접 묻게 다시 구성해야 한다.
RORN-P02-A,NX-007,RO-RN,R03,RO_RN,OE_IE,HIGH,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,선택 여지를 실제로 남기는지보다 상대 조건에 대한 호기심을 묻기 때문에 존중과 탐구가 섞이고 바람직성도 높다.,CONSTRUCT_REWRITE,상대 조건에 대한 호기심은 존중과 관련 있지만 선택 여지를 유지하는 RO-RN보다 지적 탐구를 함께 묻는다. 존중하는 실제 생각이나 행동으로 다시 구성해야 상세 프로필 근거가 된다.
RORN-P02-A,NX-007,RO-RN,R04,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,다른 선택을 고치려 하기보다 상대가 중시하는 조건을 이해하려는 반응이다.,KEEP,상대가 다른 방향을 재차 원할 때 중요 조건을 궁금해해 높은 RO-RN을 직접 포착한다. 무조건 동의가 아니라 상대 선택의 이유와 여지를 유지하는 첫 지향이며 프로필 보조 역할에 맞는다.
RORN-P02-A,NX-007,RO-RN,R05,RO_RN,OE_IE,HIGH,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,상대 선택의 조건을 이해하려는 존중과 이유 탐색이 함께 나타난다.,COPY_REVISE,상대 선택의 조건을 궁금해하는 방향은 RO-RN HIGH와 맞지만 blind에서 OE-IE가 강하게 겹쳤다. 이유 탐색 자체보다 상대가 다른 선택을 유지할 여지를 인정하는 생각으로 수정해야 존중과 호기심이 분리된다.
RORN-P02-A,NX-007,RO-RN,R06,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;CULTURAL_ROLE,NONE,상대의 반복된 다른 선택을 존중해 조건을 알아보는 반응이나 배려 규범이 강하다.,HOLD,상대가 중시하는 조건이 궁금한 것은 RO-RN 높은 방향에 맞는다. 다만 양보와 배려의 문화 규범 및 사회적 바람직성이 강해 비공개 프로필 수정자로 집단별 편향을 확인한 뒤 써야 한다.
RORN-P02-B,NX-108,RO-RN,R01,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY;RELATIONSHIP_STATUS,NONE,계속 설명하는 행동이 요청받은 추가 설명인지 선택 압박인지 맥락에 따라 달라진다.,COPY_REVISE,거절 뒤 계속 설득하는 낮은 방향은 맞지만 상대가 추가 설명을 요청한 경우와 선택 압박을 구분하도록 맥락을 보강해야 한다.
RORN-P02-B,NX-108,RO-RN,R02,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대가 의사를 반복한 뒤에도 설득을 이어가는 행동이 명확하고 존중하는 반대 방향이 바람직해 보인다.,HOLD,상대가 다른 뜻을 반복한 뒤에도 설득을 이어가는 실제 반응은 낮은 상대 존중을 분명히 보여준다. 다만 바람직성 영향이 크고 비공개 연구용 반응을 핵심 점수에 쓰는 배정을 검증하기 전에는 보류해야 한다.
RORN-P02-B,NX-108,RO-RN,R03,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대 선택보다 자기 방향 설득을 이어가는 행동은 분명하지만 강요처럼 보여 실제보다 낮춰 답할 가능성이 크다.,HOLD,상대 선택보다 자기 설득을 이어가는 RO-RN 저방향 행동이 정확하다. 강요처럼 보여 축소 응답할 가능성이 커 비공개 연구에서 편향을 확인한 뒤 채점해야 한다.
RORN-P02-B,NX-108,RO-RN,R04,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대가 다른 선택을 재차 밝혀도 자기 방향을 설득하는 데 머문다.,KEEP,상대가 다른 방향을 재차 밝혀도 자기 이유를 계속 설명해 낮은 RO-RN을 직접 드러낸다. 적극 표현 SE-AI보다 상대 선택을 존중하지 않는 지속 행동이 중심이다.
RORN-P02-B,NX-108,RO-RN,R05,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대가 재표현한 선택 여지보다 자기 방향 설득을 계속하는 반응이다.,KEEP,상대가 다른 선택을 재표현한 뒤에도 자기 이유를 계속 설명하는 행동은 RO-RN LOW와 직접 맞는다. 적극적 표현과 일부 겹치므로 비공개 상세 및 균형 채점이 필요하다.
RORN-P02-B,NX-108,RO-RN,R06,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대의 반복된 선택보다 설득을 지속해 선택 여지를 낮추며 자기표현과도 겹친다.,HOLD,상대가 다른 방향을 반복해 말해도 자기 이유를 계속 설명하는 행동은 RO-RN 낮은 방향이다. 자기옹호와 문화별 간접 거절이 섞이고 도덕적 정답성이 커 비공개라도 편향 검증 전 보류가 필요하다.
RORN-P03-A,NX-112,RO-RN,R01,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,설득 성향과 상대 선택 여지 제한이 겹친다.,KEEP,상대 선택 여지보다 설득 방법이 먼저 떠오르는 낮은 방향을 잘 포착하며 비공개 상세 신호로는 적절하다.
RORN-P03-A,NX-112,RO-RN,R02,RO_RN,METHOD,LOW,ABILITY;SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택 제한보다 설득 방법을 떠올리는 아이디어 능력과 실제 행동 이전의 생각이 답을 좌우할 수 있다.,CONSTRUCT_REWRITE,설득 방법이 떠오르는지는 상대 선택 제한보다 아이디어 생성 능력을 더 많이 반영한다. 비공개 상세 신호로도 오염이 커서 상대 선택보다 내 결정을 우선하는 첫 생각을 직접 묻게 다시 써야 한다.
RORN-P03-A,NX-112,RO-RN,R03,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,상대 선택 여지보다 설득을 우선하는 생각은 분명하지만 행동이 아닌 첫 생각의 빈도이고 강압적으로 보일 수 있다.,HOLD,상대 선택 여지보다 설득 방법이 먼저 떠오르는 RO-RN 저방향은 명확하다. 강압적으로 보여 축소 응답할 수 있어 비공개 프로필 근거로 편향을 확인한 뒤 사용해야 한다.
RORN-P03-A,NX-112,RO-RN,R04,RO_RN,SE_AI,LOW,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,상대 선택 여지보다 설득을 우선하지만 적극적으로 의견을 꺼내는 성향과도 겹친다.,COPY_REVISE,상대 선택보다 자기 입장을 받아들이게 할 방법이 먼저 떠올라 낮은 RO-RN 방향은 맞다. 동시에 표현 주도성 SE-AI와 설득 기술이 섞이므로 선택 여지를 제한하는 반응을 더 직접적으로 묻는 편이 낫다.
RORN-P03-A,NX-112,RO-RN,R05,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택 여지보다 설득을 우선하나 적극적 의견 표현과도 겹친다.,COPY_REVISE,상대 선택 여지보다 설득이 먼저 떠오르는 방향은 RO-RN LOW와 맞는다. 하지만 blind에서 SE-AI가 겹쳤으므로 의견 표현 자체가 아니라 상대가 거절한 뒤에도 바꾸려는 반응임을 명확히 해야 한다.
RORN-P03-A,NX-112,RO-RN,R06,RO_RN,SE_AI,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택 여지보다 설득을 우선하지만 적극적 의견 표현과도 겹친다.,HOLD,설득 방법이 먼저 떠오르는 생각은 RO-RN 낮은 방향과 관련되지만 실제로 상대 선택을 제한했는지는 알 수 없다. 자기주장과 문화별 갈등 방식이 섞여 비공개 프로필 수정자라도 보류가 필요하다.
RORN-P03-B,NX-024,RO-RN,R01,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,,KEEP,자기 의견을 밝히면서도 상대 선택 여지를 유지하는 높은 존중 행동을 균형 있게 묻는다.
RORN-P03-B,NX-024,RO-RN,R02,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,내 의견 표현과 상대 선택 여지 유지가 결합되어 있으며 존중하는 답이 뚜렷하게 바람직하다.,HOLD,중요한 의견을 표현하면서 상대 선택권을 남기는 행동은 높은 존중 방향을 보여준다. 자기 의견 표현과 선택 여지 부여가 함께 있고 바람직성이 강하므로 연구용 실제 반응을 핵심 점수로 쓰기 전 검증이 필요하다.
RORN-P03-B,NX-024,RO-RN,R03,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,자기 의견과 상대 선택 여지를 함께 유지하는 행동은 명확하지만 중요한 갈등이 드물 수 있고 존중 답이 더 좋아 보인다.,HOLD,자기 의견과 상대 선택 여지를 함께 유지하는 RO-RN 고방향 행동이 정확하다. 중요한 갈등 경험과 바람직성 영향을 고려해 비공개 연구에서 편향을 확인한 뒤 핵심 채점 여부를 정하는 것이 안전하다.
RORN-P03-B,NX-024,RO-RN,R04,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,자기 의견을 표현하면서도 상대의 선택 가능성을 유지한다.,KEEP,자기 의견을 말하면서도 상대가 선택할 여지를 남겨 높은 RO-RN을 직접 포착한다. 자기 의견 없음이나 갈등 회피와 구분되는 실제 존중 행동이다.
RORN-P03-B,NX-024,RO-RN,R05,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,자기 의견을 유지하면서도 상대 선택 여지를 남기는 존중 반응이다.,KEEP,자기 의견을 표현하면서도 상대 선택 여지를 남기는 행동은 RO-RN HIGH를 직접 포착한다. 무조건 동의나 갈등 회피와 분리되며 비공개 상세 역할이 바람직성 압력을 완화한다.
RORN-P03-B,NX-024,RO-RN,R06,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,자기 의견을 유지하면서도 상대 선택 여지를 보존하는 반응이 직접적이다.,KEEP,자기 의견을 말하면서 상대 선택 여지를 남기는 행동은 RO-RN 높은 방향을 잘 포착한다. 사회적 바람직성은 높지만 비공개 상세이며 자기표현 부족과도 구분된다.
RORN-P04-A,NX-034,RO-RN,R01,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,사람과 의견을 구분하는 생각이 실제 존중 행동으로 이어지는지는 알기 어렵다.,KEEP,답답한 갈등 속에서도 사람과 의견 문제를 분리하는 높은 존중 방향을 보고된 첫 생각 수준에서 잘 측정한다.
RORN-P04-A,NX-034,RO-RN,R02,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,사람과 의견을 구분하는 생각은 명확하지만 존중하는 답이 강하게 바람직해 보인다.,KEEP,갈등이 길어진 상황에서도 사람과 의견을 분리하는 첫 생각이 높은 상대 존중 방향을 잘 드러낸다. 실제 행동과 분리된 비공개 상세 프로필 신호로 해석하기에 적절하다.
RORN-P04-A,NX-034,RO-RN,R03,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;MEMORY,NONE,의미는 분명하지만 긴 의견 충돌이 드물 수 있고 사람과 의견을 구분하는 답이 더 성숙해 보인다.,HOLD,사람과 의견을 분리하는 RO-RN 고방향은 정확하다. 긴 갈등 회상이 어렵고 성숙해 보이는 답이 강하므로 비공개 프로필 수정 근거로만 보류해 사회적 바람직성 영향을 확인할 필요가 있다.
RORN-P04-A,NX-034,RO-RN,R04,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,갈등 중에도 사람의 존엄과 현재 의견 문제를 분리하는 반응이다.,KEEP,의견 충돌 중에도 사람 자체와 현재 의견을 분리해 높은 RO-RN을 직접 포착한다. 감정 안정성보다 상대 존엄 유지에 초점이 있고 비공개 프로필 보조 역할에 적절하다.
RORN-P04-A,NX-034,RO-RN,R05,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,의견 문제와 상대 사람 자체를 분리해 존엄을 유지하는 반응이다.,KEEP,갈등 속에서도 상대 사람과 의견 문제를 분리해 생각하는 반응은 RO-RN HIGH와 직접 맞는다. 내적 지향을 다루므로 비공개 프로필 modifier 역할이 적절하다.
RORN-P04-A,NX-034,RO-RN,R06,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,사람의 존엄과 현재 의견 문제를 분리해 유지하는 반응이며 규범적 정답성이 강하다.,KEEP,상대 자체와 현재 의견 문제를 분리하는 생각은 RO-RN 높은 방향을 잘 포착한다. 사회적 바람직성은 높지만 비공개 프로필 수정자이고 사람 전체 낙인을 피하는 핵심 내용이다.
RORN-P04-B,NX-064,RO-RN,R01,RO_RN,ER_IR,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,사람을 문제 삼는 반응은 선택 존중뿐 아니라 감정 동요와 공격적 표현을 반영한다.,COPY_REVISE,사람 자체를 문제 삼는 행동은 낮은 존중을 보여주지만 감정 동요와 공격적 표현의 영향도 커 문구 정제가 필요하다.
RORN-P04-B,NX-064,RO-RN,R02,RO_RN,ER_IR,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,사람 전체를 문제로 넓히는 반응은 분명하지만 존중과 감정 동요가 함께 작용할 수 있다.,HOLD,갈등 중 사람 전체를 문제로 넓혀 말하는 반응은 낮은 존중과 관련되지만 정서 동요도 강하게 반영한다. 비공개 연구용 실제 반응을 핵심 점수로 쓰는 역할과 바람직성 영향을 검증하기 전에는 보류해야 한다.
RORN-P04-B,NX-064,RO-RN,R03,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,사람과 의견을 분리하지 않는 행동이 직접적이지만 공격적으로 보여 실제보다 낮게 답할 가능성이 크다.,HOLD,의견과 사람을 분리하지 않는 RO-RN 저방향 행동이 정확하다. 공격적으로 보여 축소 응답할 위험이 커 비공개 연구에서 바람직성 영향을 확인한 뒤 채점해야 한다.
RORN-P04-B,NX-064,RO-RN,R04,RO_RN,NONE,LOW,SOCIAL_DESIRABILITY,NONE,현재 의견 문제를 넘어 상대의 사람됨까지 평가해 존중 유지와 반대된다.,KEEP,의견 문제를 넘어 상대 태도와 성격까지 문제 삼아 낮은 RO-RN을 직접 드러낸다. 감정 동요나 설득 능력과 구분되는 실제 존중 저하 행동이다.
RORN-P04-B,NX-064,RO-RN,R05,RO_RN,ER_IR,LOW,SOCIAL_DESIRABILITY,NONE,의견과 사람의 존엄을 분리하지 않는 반응이며 감정 동요도 일부 개입한다.,KEEP,의견 문제를 상대 성격까지 확장하는 행동은 RO-RN LOW를 분명히 보여준다. 감정 동요가 일부 개입하고 바람직성 영향이 크므로 비공개 상세 연구 역할은 타당하며 핵심 점수에서는 균형 문항과 함께 써야 한다.
RORN-P04-B,NX-064,RO-RN,R06,RO_RN,ER_IR,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,의견 문제를 상대 전체 평가로 확장해 존중 저하를 시사하며 감정 반응도 섞인다.,HOLD,의견 문제를 상대 성격으로 넓혀 말하는 행동은 RO-RN 낮은 방향이다. 그러나 명백히 나쁜 행동처럼 보여 자기검열과 도덕적 낙인이 강하므로 비공개라도 편향 확인 전 보류해야 한다.
RORN-P05-A,NX-029,RO-RN,R01,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,상대 선택을 떠올리는 생각이 실제 선택 여지 유지로 이어지는지는 알기 어렵다.,COPY_REVISE,상대 선택을 떠올리는 높은 방향은 맞지만 실제로 선택 여지를 남기는 행동까지 이어지는지는 알기 어렵다.
RORN-P05-A,NX-029,RO-RN,R02,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,상대의 선택 여지를 인정하는 생각을 직접 묻지만 존중하는 답이 뚜렷하게 바람직하다.,KEEP,선호가 다른 상황에서 상대의 선택 권리를 떠올리는 첫 생각을 직접 묻는다. HIGH 방향과 비공개 상세 신호 역할에 맞고 실제 양보 행동과 분리되어 해석 가능하다.
RORN-P05-A,NX-029,RO-RN,R03,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,문장은 쉽지만 실제 행동이 아닌 생각이 드는 빈도를 회상해야 하고 존중하는 답이 더 좋아 보인다.,KEEP,상대의 선택 여지를 처음 생각하는 RO-RN 고방향과 일치한다. 생각의 빈도와 사회적 바람직성 부담은 있으나 짧고 일상적이라 비공개 과정 설명용으로 이해 가능하다.
RORN-P05-A,NX-029,RO-RN,R04,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,선호가 달라도 상대의 선택 가능성을 자연스럽게 인정한다.,KEEP,사소한 선호 차이에서 상대도 자기 쪽을 선택할 수 있다고 생각해 높은 RO-RN을 직접 포착한다. 무조건 양보가 아닌 선택 가능성 인정이며 비공개 프로필 보조 역할에 적절하다.
RORN-P05-A,NX-029,RO-RN,R05,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,의견 차이 속에서도 상대의 선택 여지를 인정하는 반응이다.,KEEP,의견 차이에서 상대도 자기 선택을 할 수 있다고 먼저 생각하는 반응은 RO-RN HIGH에 직접 대응한다. 행동보다 내적 지향을 다루므로 비공개 프로필 modifier 역할이 타당하다.
RORN-P05-A,NX-029,RO-RN,R06,RO_RN,NONE,HIGH,SOCIAL_DESIRABILITY;CULTURAL_ROLE,NONE,의견 차이에서 상대 선택 여지를 인식하는 반응이며 존중 규범의 정답성이 강하다.,HOLD,상대도 선택할 수 있다는 생각은 RO-RN 높은 방향과 관련되지만 실제 선택 여지를 보장하는 행동은 아니다. 존중 규범의 정답성과 문화별 양보 기대가 커 비공개 프로필 수정자로 편향 검증 전 보류가 적절하다.
RORN-P05-B,NX-141,RO-RN,R01,RO_RN,NONE,LOW,ADJACENT_CONSTRUCT,NONE,자기 선호의 이유가 먼저 떠오르는 것만으로 상대 선택 여지를 제한한다고 보기 어렵다.,CONSTRUCT_REWRITE,자기 선호의 이유가 먼저 떠오르는 것은 자연스러운 인지 반응이며 상대 선택 여지를 제한하는 낮은 존중을 직접 뜻하지 않는다.
